代码,标的,市值快照日期,快照时间,总市值(亿元),市值来源,市值状态,观察状态,AI路由状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点,路由结论,审计状态,建议主层级,建议细分,业务证据等级,业务证据来源,业务证据抓取日期,公司类型,主营业务,判定理由,下一步动作
601919,中远海控,2026-07-10,15:34:59,2134.48,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,交通运输,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601919.phtml,2026-07-12,其它,国际、国内海上集装箱运输服务及相关业务。,主营业务出现“集装箱运输”，当前可见主业属于交通运输，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
601066,中信建投,2026-07-10,15:34:59,2113.70,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601066.phtml,2026-07-12,证券公司,投资银行业务、财富管理业务、交易及机构客户服务业务以及资产管理业务。,主营业务出现“银行业务”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
688783,西安奕材,2026-07-10,15:34:59,2067.35,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,芯片制造与材料,半导体设备/封装测试/电子材料/PCB/印制电路板,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688783.phtml,2026-07-12,其它,专注于12英寸硅片的研发、生产和销售。,主营业务或公司类型出现“硅片”，可定位为半导体设备/封装测试/电子材料/PCB/印制电路板的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
600919,XD江苏银,2026-07-10,15:34:59,2033.33,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600919.phtml,2026-07-12,城市商业银行,吸收公众存款;发放短期、中期和长期贷款;办理国内外结算;办理票据承兑和贴现;发行金融债券;代理发行、代理兑付、承销政府债券;买卖政府债券、金融债券;从事同业拆借;买卖、代理买卖外汇;从事银行卡业务;提供信用证服务及担保;代理收付款项及代理保险业务;提供保险箱业务;经中国银行业监督管理委员会批准的其他业务。,主营业务出现“商业银行”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
000001,平安银行,2026-07-10,15:36:00,2027.92,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/000001.phtml,2026-07-12,股份制商业银行,人民币、外币存贷款;国际、国内结算;票据贴现;外汇买卖;提供担保及信用证服务;提供保管箱服务等。,主营业务出现“商业银行”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
002142,宁波银行,2026-07-10,15:35:15,2027.30,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002142.phtml,2026-07-12,城市商业银行,吸收公众存款;发放短期、中期和长期贷款;办理国内外结算;办理票据承兑与贴现;发行金融债券;代理发行、代理兑付、承销政府债券;买卖政府债券、金融债券;从事同业拆借;从事银行卡业务;提供信用证服务及担保;代理收付款项及代理保险业务;提供保管箱服务。,主营业务出现“商业银行”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
688498,源杰科技,2026-07-10,15:34:59,2003.21,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,高速互联,光模块/光器件/光通信/PCB/高速连接,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688498.phtml,2026-07-12,其它,光芯片的研发、设计、生产与销售,主营业务或公司类型出现“光芯片”，可定位为光模块/光器件/光通信/PCB/高速连接的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
301377,鼎泰高科,2026-07-10,15:35:45,1980.04,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,高速互联,光模块/光器件/光通信/PCB/高速连接,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/301377.phtml,2026-07-12,其它,广东鼎泰高科技术股份有限公司是一家主要为印制电路板（PCB）、数控精密机件制造等企业提供工具、材料、装备和解决方案的中国公司。该公司主要提供刀具产品、研磨抛光材料、功能性膜材料和智能数控装备等产品。刀具产品包含钻針、铣刀、PCB特刀及数控刀具。研磨抛光材料包括陶瓷磨刷、不织布磨刷、尼龙磨刷、砂带等产品。功能性膜材料包括防窥膜、车载光控膜、车载防爆膜、磨砂/硬化膜、增强现实（AR）膜等产品。智能数控装备包括数控刀具磨床、数控丝锥磨床、数控段差磨床、全自动刀具钝化机、真空镀膜设备、钻針智能仓储系统等产品。,主营业务或公司类型出现“印制电路板”，可定位为光模块/光器件/光通信/PCB/高速连接的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
603288,海天味业,2026-07-10,15:34:59,1973.24,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,商品零售与日用消费,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603288.phtml,2026-07-12,其它,佛山市海天调味食品股份有限公司是一家主要从事生产和销售调味品的中国公司。该公司的产品包括酱油、调味酱、蚝油、鸡精、醋等系列产品，其中酱油、调味酱和蚝油是主要产品。其调味酱用于调制烧烤调料、火锅涮料等。其蚝油适用于炒制蔬菜、拌食粉面等。该公司主要在国内开展其业务。,主营业务出现“调味品”，当前可见主业属于商品零售与日用消费，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
601336,新华保险,2026-07-10,15:34:59,1964.69,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601336.phtml,2026-07-12,寿险公司,人寿保险业务。,主营业务出现“保险业务”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
600930,华电新能,2026-07-10,15:34:59,1952.23,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600930.phtml,2026-07-12,其它,风力发电、太阳能发电为主的新能源项目的开发、投资和运营。,主营业务出现“太阳能”，属于可能受AI基础设施间接带动的泛上游，不能仅因材料名称或概念标签认定为AI产业链。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
003816,中国广核,2026-07-10,15:35:45,1949.25,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/003816.phtml,2026-07-12,其它,"建设、运营及管理核电站,销售该等核电站所发电力,组织开发核电站的设计及科研工作。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
000063,中兴通讯,2026-07-10,15:35:15,1938.77,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,云与算力运营、安全合规治理、工具链与基础软件、待二次归类、终端与具身智能,AI手机、中国AI 50、云计算、人工智能、网络安全、边缘计算,东方财富、同花顺,6,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、合同交付、起租、利用率、回款、OCF、安全产品收入、政企客户、回款、合规需求、待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除,AI产业链相关,已路由,云与算力运营、安全合规治理、工具链与基础软件、待二次归类、终端与具身智能,AI手机、中国AI 50、云计算、人工智能、网络安全、边缘计算,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源
002281,光迅科技,2026-07-10,15:35:15,1931.95,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,高速互联,光模块/光器件/光通信/PCB/高速连接,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002281.phtml,2026-07-12,其它,光电子器件及子系统产品研发、生产、销售及技术服务。,主营业务或公司类型出现“光电子器件”，可定位为光模块/光器件/光通信/PCB/高速连接的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
600487,亨通光电,2026-07-10,15:34:59,1918.61,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,终端与具身智能,机器人概念,东方财富,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出,AI产业链相关,已路由,终端与具身智能,机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分
600690,海尔智家,2026-07-10,15:34:59,1908.35,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600690.phtml,2026-07-12,其它,冰箱/冷柜、洗衣机、空调、热水器、厨电、小家电等智能家电产品与智慧家庭场景解决方案的研发、生产和销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
601668,中国建筑,2026-07-10,15:34:59,1896.61,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601668.phtml,2026-07-12,其它,承担国内外公用、民用房屋建筑工程的施工、安装、咨询;基础设施项目的投资与承建;国内外房地产投资与开发;建筑与基础设施建设的堪察与设计;装饰工程、园林工程的设计与施工;实业投资;承包境内外资工程;进出口业务;建筑材料及其他非金属矿物制品、建筑用金属制品、工具、建筑工程机械和钻探机械的生产与销售。以及集团内部存贷款等金融业务。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
688082,盛美上海,2026-07-10,15:34:59,1896.07,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,芯片制造与材料,半导体设备/晶圆制造/半导体材料,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/688082.phtml,2026-07-12,其它,半导体专用设备的研发、生产和销售。,主营业务或公司类型出现“半导体专用设备”，可定位为半导体设备/晶圆制造/半导体材料的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
001248,华润新能,2026-07-10,15:35:45,1885.80,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/001248.phtml,2026-07-12,其它,投资、开发、运营和管理风力、太阳能发电站。,主营业务出现“太阳能”，属于可能受AI基础设施间接带动的泛上游，不能仅因材料名称或概念标签认定为AI产业链。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002379,宏桥控股,2026-07-10,15:35:15,1883.00,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/002379.phtml,2026-07-12,其它,高品质铝板带和铝箔产品的加工、生产和销售。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
603256,宏和科技,2026-07-10,15:34:59,1863.72,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,高速互联,光模块/光器件/光通信/PCB/高速连接,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/603256.phtml,2026-07-12,其它,中高端电子级玻璃纤维布的研发、生产和销售。,主营业务或公司类型出现“电子级玻璃纤维布”，可定位为光模块/光器件/光通信/PCB/高速连接的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
601985,中国核电,2026-07-10,15:34:59,1832.61,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601985.phtml,2026-07-12,其它,"核电项目的开发、投资、建设、运营与管理,核电运行安全技术研究及相关技术服务与咨询业务。",主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
688525,佰维存储,2026-07-10,15:34:59,1832.04,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,先进封装、终端与具身智能,AIPC、AI手机、先进封装、机器人概念,东方财富,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、封装产能、客户、订单、良率与CapEx回报,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,先进封装、终端与具身智能,AIPC、AI手机、先进封装、机器人概念,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段
600188,兖矿能源,2026-07-10,15:34:59,1822.69,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,交通运输,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600188.phtml,2026-07-12,其它,"煤炭开采、洗选加工、销售和煤炭铁路运输,煤化工及电力业务等。",主营业务出现“铁路运输”，当前可见主业属于交通运输，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
601688,华泰证券,2026-07-10,15:34:59,1821.62,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601688.phtml,2026-07-12,证券公司,包括财富管理业务、机构服务业务、投资管理业务和国际业务。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
002050,三花智控,2026-07-10,15:35:45,1817.86,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,供配电与温控、数据中心与基础设施、终端与具身智能,数据中心(AIDC)、机器人执行器、机器人概念、液冷服务器,东方财富、同花顺,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、机柜资源、上架率、利用率、融资成本、订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,供配电与温控、数据中心与基础设施、终端与具身智能,数据中心(AIDC)、机器人执行器、机器人概念、液冷服务器,沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段
001309,德明利,2026-07-10,15:35:15,1814.72,新浪财经全市场市值清单,>=100亿元,强制观察,已路由AI候选,否,存储链、数据中心与基础设施、晶圆制造与材料、终端与具身智能、计算芯片,AIPC、半导体概念、国产芯片、存储芯片、数据中心(AIDC),东方财富、同花顺,5,L0/L1,价格、出货、客户绑定、测试/封测配套收入、出货、客户定点、BOM价值量、机器人/端侧收入占比、机柜资源、上架率、利用率、融资成本、芯片出货、客户导入、国产替代、端侧/推理渗透、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足,AI产业链相关,已路由,存储链、数据中心与基础设施、晶圆制造与材料、终端与具身智能、计算芯片,AIPC、半导体概念、国产芯片、存储芯片、数据中心(AIDC),沿用既有候选池,既有AI候选宇宙,2026-07-12,,,该代码已在既有AI候选宇宙中路由；本批不以门户资料重复判定。,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段
600584,长电科技,2026-07-10,15:34:59,1809.28,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,AI产业链相关,已初筛,先进封装,先进封装/晶圆级封装/系统级封装/封装测试,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600584.phtml,2026-07-12,其它,集成电路的系统集成、设计仿真、技术开发、产品认证、晶圆中测、晶圆级中道封装测试、系统级封装测试、芯片成品测试并可向世界各地的半导体客户提供直运服务。,主营业务或公司类型出现“系统级封装”，可定位为先进封装/晶圆级封装/系统级封装/封装测试的直接供给或服务线索。,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。
601818,光大银行,2026-07-10,15:34:59,1808.02,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,不适用,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,非AI,已初筛,非AI,金融服务,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/601818.phtml,2026-07-12,股份制商业银行,商业银行业务。,主营业务出现“商业银行”，当前可见主业属于金融服务，未见直接AI产业链产品或服务。,保留审计记录；如后续年报、公告或产品页披露直接AI产业链产品，再重新路由。
600025,华能水电,2026-07-10,15:34:59,1792.31,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600025.phtml,2026-07-12,其它,水力发电项目的开发、投资、建设、运营与管理。,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
600999,招商证券,2026-07-10,15:34:59,1788.01,新浪财经全市场市值清单,>=100亿元,强制审计,待路由审计,否,待路由审计,待路由审计,新浪全市场市值清单,0,L0待补证,先判定是否属于AI产业链，再确定第一变量,全市场待路由审计,年报、公告、IR和产品页核对主营业务与AI关系,主营业务与AI产业链无实质关系，标记为非AI并保留审计记录,信息不足,待补证,待补证,待核主营业务与AI关系,B,http://vip.stock.finance.sina.com.cn/corp/go.php/vCI_CorpInfo/stockid/600999.phtml,2026-07-12,证券公司,财富管理和机构业务、投资银行、投资管理、投资及交易,主营业务未出现可直接定位的AI产业链产品；泛材料、通用制造、电力与基础设施不因名称或概念标签强行归类。,优先回源年报、公告、投关材料或官网产品页，确认是否承担AI关键零部件、原材料、设备或基础设施供给。
