代码,标的,市值快照日期,快照时间,总市值(亿元),市值状态,观察状态,边界复核,主层级,细分,来源网站,来源条数,当前等级,第一变量,样本角色,下一步回源,证伪点
600879,航天电子,2026-07-10,15:34:59,768.41,>=100亿元,强制观察,否,终端与具身智能、计算芯片,传感器、国产芯片,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688387,信科移动-U,2026-07-10,15:34:59,761.70,>=100亿元,强制观察,否,工具链与基础软件、应用平台、待二次归类、数据中心与基础设施、终端与具身智能,AI应用、东数西算(算力)、人工智能、机器视觉、边缘计算,既有AI候选宇宙,5,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、机柜资源、上架率、利用率、融资成本、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
688469,芯联集成-U,2026-07-10,15:34:59,755.28,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688017,绿的谐波,2026-07-10,15:34:59,742.49,>=100亿元,强制观察,否,待二次归类、晶圆制造与材料、终端与具身智能,中国AI 50、人形机器人、减速器、半导体概念、机器人执行器、机器人概念,既有AI候选宇宙,6,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
301511,德福科技,2026-07-10,15:35:00,734.45,>=100亿元,强制观察,否,高速互联,PCB,既有AI候选宇宙,1,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
603083,剑桥科技,2026-07-10,15:34:59,733.15,>=100亿元,强制观察,否,工具链与基础软件,边缘计算,既有AI候选宇宙,1,L0/L1,部署量、客户、收入、云边协同成本,细分候选/组内补漏,回源年报、IR、产品价格、客户案例和收入/续费字段,只有发布会/题材标签，未形成付费、续费、合同或收入验证
002049,紫光国微,2026-07-10,15:35:30,729.24,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
601231,环旭电子,2026-07-10,15:34:59,725.28,>=100亿元,强制观察,否,高速互联,光通信模块,既有AI候选宇宙,1,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300620,光库科技,2026-07-10,15:35:15,724.62,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/光纤光缆/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
600674,川投能源,2026-07-10,15:34:59,715.10,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
688019,安集科技,2026-07-10,15:34:59,711.60,>=100亿元,强制观察,否,晶圆制造与材料,光刻胶,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
301638,南网数字,2026-07-10,15:35:15,709.38,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688432,有研硅,2026-07-10,15:34:59,707.67,>=100亿元,强制观察,否,芯片制造与材料,半导体设备/晶圆制造/半导体材料,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
688809,强一股份,2026-07-10,15:34:59,707.39,>=100亿元,强制观察,否,芯片制造与材料,半导体设备/封装测试/电子材料/PCB/印制电路板,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
000625,长安汽车,2026-07-10,15:36:00,704.81,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、人形机器人,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002636,金安国纪,2026-07-10,15:35:15,703.54,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
688002,睿创微纳,2026-07-10,15:34:59,700.23,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002436,兴森科技,2026-07-10,15:35:30,699.08,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
000636,风华高科,2026-07-10,15:35:15,694.32,>=100亿元,强制观察,否,终端与具身智能,机器人概念、虚拟机器人,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688797,臻宝科技,2026-07-10,15:34:59,691.43,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
603228,景旺电子,2026-07-10,15:34:59,690.92,>=100亿元,强制观察,否,计算芯片、高速互联,CPO概念、PCB、英伟达概念,既有AI候选宇宙,3,L0/L1,芯片出货、客户导入、国产替代、端侧/推理渗透、速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688141,杰华特,2026-07-10,15:34:59,687.42,>=100亿元,强制观察,否,待二次归类、晶圆制造与材料,人工智能、半导体概念,既有AI候选宇宙,2,L0/L1,待补第一变量、订单、客户、材料/设备收入、国产替代验证,题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
603459,红板科技,2026-07-10,15:34:59,686.29,>=100亿元,强制观察,否,高速互联,CPO概念,既有AI候选宇宙,1,L0/L1,速率升级、客户、订单、ASP、产能利用率,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688187,时代电气,2026-07-10,15:34:59,686.25,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
688375,国博电子,2026-07-10,15:34:59,673.56,>=100亿元,强制观察,否,晶圆制造与材料、计算芯片,国产芯片、第三代半导体,既有AI候选宇宙,2,L0/L1,芯片出货、客户导入、国产替代、端侧/推理渗透、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688630,芯碁微装,2026-07-10,15:34:59,672.32,>=100亿元,强制观察,否,先进封装、晶圆制造与材料,先进封装、光刻机、光刻胶,既有AI候选宇宙,3,L0/L1,封装产能、客户、订单、良率与CapEx回报、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
688313,仕佳光子,2026-07-10,15:34:59,667.27,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
300548,长芯博创,2026-07-10,15:35:30,653.85,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
300373,扬杰科技,2026-07-10,15:35:45,644.79,>=100亿元,强制观察,否,先进封装,先进封装/晶圆级封装/系统级封装/封装测试,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
002625,光启技术,2026-07-10,15:35:30,643.36,>=100亿元,强制观察,否,应用平台、待二次归类、数据中心与基础设施、晶圆制造与材料、终端与具身智能,AI应用、PEEK材料概念、东数西算(算力)、人工智能、人形机器人,既有AI候选宇宙,5,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、机柜资源、上架率、利用率、融资成本、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
003031,中瓷电子,2026-07-10,15:35:45,640.68,>=100亿元,强制观察,否,晶圆制造与材料,光刻机,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300418,昆仑万维,2026-07-10,15:35:15,635.06,>=100亿元,强制观察,否,待二次归类、数据层,AI语料、人工智能,既有AI候选宇宙,2,L0/L1,待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
301611,珂玛科技,2026-07-10,15:35:45,634.69,>=100亿元,强制观察,否,晶圆制造与材料,光刻机,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
601360,三六零,2026-07-10,15:34:59,634.16,>=100亿元,强制观察,否,待二次归类、数据层,AI语料、人工智能,既有AI候选宇宙,2,L0/L1,待补第一变量、数据授权、采集/清洗、客户、合规与付费,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
000157,中联重科,2026-07-10,15:35:30,627.88,>=100亿元,强制观察,否,待二次归类、终端与具身智能,人工智能、人形机器人,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
000066,中国长城,2026-07-10,15:35:45,627.42,>=100亿元,强制观察,否,待二次归类,中国AI 50,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
600196,复星医药,2026-07-10,15:34:59,626.22,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002414,高德红外,2026-07-10,15:35:45,625.24,>=100亿元,强制观察,否,待二次归类、计算芯片,人工智能、华为昇腾,既有AI候选宇宙,2,L0/L1,待补第一变量、芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
300759,康龙化成,2026-07-10,15:35:45,623.57,>=100亿元,强制观察,否,应用平台、待二次归类,AI制药（医疗）、人工智能,既有AI候选宇宙,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
300866,安克创新,2026-07-10,15:35:45,617.42,>=100亿元,强制观察,否,待二次归类、计算芯片,人工智能、国产芯片,既有AI候选宇宙,2,L0/L1,待补第一变量、芯片出货、客户导入、国产替代、端侧/推理渗透,题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
301269,华大九天,2026-07-10,15:35:00,613.07,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688385,复旦微电,2026-07-10,15:34:59,609.55,>=100亿元,强制观察,否,存储链、数据中心与基础设施、计算芯片,AI芯片、东数西算(算力)、存储芯片,既有AI候选宇宙,3,L0/L1,价格、出货、客户绑定、测试/封测配套收入、机柜资源、上架率、利用率、融资成本、芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源公告、年报、订单、客户、产能、毛利率和现金流字段,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300450,先导智能,2026-07-10,15:35:00,606.91,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
601607,上海医药,2026-07-10,15:34:59,598.16,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
688047,龙芯中科,2026-07-10,15:34:59,589.87,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
688585,上纬新材,2026-07-10,15:34:59,576.81,>=100亿元,强制观察,否,终端与具身智能,人形机器人、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
002850,科达利,2026-07-10,15:35:00,573.91,>=100亿元,强制观察,否,晶圆制造与材料、终端与具身智能,PEEK材料概念、人形机器人、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600845,宝信软件,2026-07-10,15:34:59,571.58,>=100亿元,强制观察,否,工具链与基础软件、待二次归类、终端与具身智能,中国AI 50、人形机器人、机器人概念、边缘计算,既有AI候选宇宙,4,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、部署量、客户、收入、云边协同成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
002236,大华股份,2026-07-10,15:35:45,565.26,>=100亿元,强制观察,否,应用平台、待二次归类、终端与具身智能、计算芯片,人工智能、华为昇腾、多模态AI、机器人概念,既有AI候选宇宙,4,L0/L1,付费客户、续费、项目收入、调用量、OCF、出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量、芯片出货、客户导入、国产替代、端侧/推理渗透,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告、年报、订单、客户、产能、毛利率和现金流字段、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
688627,精智达,2026-07-10,15:34:59,564.76,>=100亿元,强制观察,否,终端与具身智能,机器人概念,既有AI候选宇宙,1,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
600601,方正科技,2026-07-10,15:34:59,563.28,>=100亿元,强制观察,否,高速互联,光模块/光器件/光通信/PCB/高速连接,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
002558,巨人网络,2026-07-10,15:35:00,561.81,>=100亿元,强制观察,否,待二次归类,人工智能,既有AI候选宇宙,1,L0/L1,待补第一变量,题材外溢/低纯度观察,按细分补公告、年报、IR或产品页回源,无法回源到正式经营变量，维持L0/L1或剔除
301396,宏景科技,2026-07-10,15:35:45,559.15,>=100亿元,强制观察,否,云与算力运营、应用平台、待二次归类,ChatGPT概念、人工智能、算力租赁,既有AI候选宇宙,3,L0/L1,付费客户、续费、项目收入、调用量、OCF、合同交付、起租、利用率、回款、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF、回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
600415,小商品城,2026-07-10,15:34:59,557.68,>=100亿元,强制观察,否,应用平台、待二次归类,ChatGPT概念、人工智能,既有AI候选宇宙,2,L0/L1,付费客户、续费、项目收入、调用量、OCF、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源年报、IR、产品价格、客户案例和收入/续费字段、按细分补公告、年报、IR或产品页回源,只有发布会/题材标签，未形成付费、续费、合同或收入验证、无法回源到正式经营变量，维持L0/L1或剔除
601208,东材科技,2026-07-10,15:34:59,551.66,>=100亿元,强制观察,否,晶圆制造与材料,光刻胶,既有AI候选宇宙,1,L0/L1,订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
300037,新宙邦,2026-07-10,15:35:45,547.17,>=100亿元,强制观察,否,芯片制造与材料,半导体设备/晶圆制造/半导体材料,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
600895,张江高科,2026-07-10,15:34:59,544.67,>=100亿元,强制观察,否,待二次归类、晶圆制造与材料,人工智能、光刻机,既有AI候选宇宙,2,L0/L1,待补第一变量、订单、客户、材料/设备收入、国产替代验证,细分候选/组内补漏、题材外溢/低纯度观察,回源公告、年报、订单、客户、产能、毛利率和现金流字段、按细分补公告、年报、IR或产品页回源,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足、无法回源到正式经营变量，维持L0/L1或剔除
300782,卓胜微,2026-07-10,15:35:15,544.46,>=100亿元,强制观察,否,计算芯片/整机系统,半导体芯片/集成电路/处理器/服务器/人工智能计算/算力设备,新浪公司资料主营业务预筛,1,L0,产品、客户、收入与AI业务纯度,全市场路由补位/L0,回源年报、公告、投关材料或官网产品页，核对产品、客户、收入与AI业务纯度后再升级。,年报、公告、投关或产品页不能证明直接AI产业链产品、客户或收入。
600885,宏发股份,2026-07-10,15:34:59,537.02,>=100亿元,强制观察,否,数据中心与基础设施,数据中心,既有AI候选宇宙,1,L0/L1,机柜资源、上架率、利用率、融资成本,细分候选/组内补漏,回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润
002920,德赛西威,2026-07-10,15:35:15,531.04,>=100亿元,强制观察,否,待二次归类、终端与具身智能,中国AI 50、传感器、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、待补第一变量,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、按细分补公告、年报、IR或产品页回源,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出、无法回源到正式经营变量，维持L0/L1或剔除
000811,冰轮环境,2026-07-10,15:36:00,530.68,>=100亿元,强制观察,否,供配电与温控,液冷服务器,既有AI候选宇宙,1,L0/L1,订单、交付、收入确认、OCF和客户结构,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
601238,广汽集团,2026-07-10,15:34:59,529.23,>=100亿元,强制观察,否,终端与具身智能,人形机器人、机器人概念,既有AI候选宇宙,2,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分,定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
600667,太极实业,2026-07-10,15:34:59,528.32,>=100亿元,强制观察,否,先进封装、存储链,先进封装、存储芯片,既有AI候选宇宙,2,L0/L1,价格、出货、客户绑定、测试/封测配套收入、封装产能、客户、订单、良率与CapEx回报,细分候选/组内补漏,回源公告、年报、订单、客户、产能、毛利率和现金流字段,客户、订单、收入或毛利无法连续验证，CapEx先行但回报不足
600580,卧龙电驱,2026-07-10,15:34:59,525.65,>=100亿元,强制观察,否,数据中心与基础设施、终端与具身智能,人形机器人、数据中心(AIDC)、机器人概念,既有AI候选宇宙,3,L0/L1,出货、客户定点、BOM价值量、机器人/端侧收入占比、机柜资源、上架率、利用率、融资成本,细分候选/组内补漏、题材外溢/低纯度观察,回源产品页、渠道动销、客户定点、出货、退货率和收入拆分、回源公告/合同/定期报告，补服务期、交付起租、利用率、应收回款和OCF,两个报告期内无收入/回款/利用率改善，或融资成本吞噬利润、定点/出货不兑现，渠道退货高，硬件或订阅收入无法拆出
