schema_version,l4_id,l1,l2,l3,l4,canonical_topic,sample_id,parent_l4_id,market,ticker,kind,name,status,wiki_path,wiki_sync_status,wiki_skip_reason,score,action,has_industry_logic,has_valuation_funds,has_technical_structure,has_score_reason,has_evidence_source,has_history,has_next_trigger,pending_reason,sample_reason,evidence_path,sample_confidence,confidence_reason,is_a_qualified,a_gap_reason,has_global_anchor,has_ashare_anchor,has_elasticity_or_counterexample,parent_topic,sample_role,blocker_type,has_davis_path,technical_source,technical_tool,technical_arguments,technical_structured_ready,technical_actual_source,technical_fallback_used,technical_confidence,technical_warnings,technical_cross_source_validated,technical_cross_source_ok
1,AI-L4-0055,上游底层算力与芯片层,先进封装链,2.5D 封装,AI产业链 - 2.5D 封装,AI产业链 - 2.5D 封装,,,,,topic,AI产业链 - 2.5D 封装,已评分,topics/AI产业链 - 2.5D 封装.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 2.5D 封装,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0056,上游底层算力与芯片层,先进封装链,3D 封装,AI产业链 - 3D 封装,AI产业链 - 3D 封装,,,,,topic,AI产业链 - 3D 封装,已评分,topics/AI产业链 - 3D 封装.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 3D 封装,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0057,上游底层算力与芯片层,先进封装链,Chiplet,AI产业链 - Chiplet,AI产业链 - Chiplet,,,,,topic,AI产业链 - Chiplet,已评分,topics/AI产业链 - Chiplet.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=甬矽电子。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,A,升级总表：产业逻辑=一级来源已回源；估值资金=已拆戴维斯路径；技术=Luna结构化复核 + 项目双源人工复核。,是,已通过当前升级总表正式 A 门槛。,否,否,否,AI产业链 - Chiplet,细分评分主体,无,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0058,上游底层算力与芯片层,先进封装链,TSV,AI产业链 - TSV,AI产业链 - TSV,,,,,topic,AI产业链 - TSV,已评分,topics/AI产业链 - TSV.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - TSV,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0059,上游底层算力与芯片层,先进封装链,硅中介层,AI产业链 - 硅中介层,AI产业链 - 硅中介层,,,,,topic,AI产业链 - 硅中介层,已评分,topics/AI产业链 - 硅中介层.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 硅中介层,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0060,上游底层算力与芯片层,先进封装链,封装基板,AI产业链 - 封装基板,AI产业链 - 封装基板,,,,,topic,AI产业链 - 封装基板,已评分,topics/AI产业链 - 封装基板.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 封装基板,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0061,上游底层算力与芯片层,先进封装链,引线框架,AI产业链 - 引线框架,AI产业链 - 引线框架,,,,,topic,AI产业链 - 引线框架,已评分,topics/AI产业链 - 引线框架.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 引线框架,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0062,上游底层算力与芯片层,先进封装链,键合材料,AI产业链 - 键合材料,AI产业链 - 键合材料,,,,,topic,AI产业链 - 键合材料,已评分,topics/AI产业链 - 键合材料.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 键合材料,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0063,上游底层算力与芯片层,先进封装链,底填材料,AI产业链 - 底填材料,AI产业链 - 底填材料,,,,,topic,AI产业链 - 底填材料,已评分,topics/AI产业链 - 底填材料.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 底填材料,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0064,上游底层算力与芯片层,先进封装链,封装设备,AI产业链 - 封装设备,AI产业链 - 封装设备,,,,,topic,AI产业链 - 封装设备,已评分,topics/AI产业链 - 封装设备.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 封装设备,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0065,上游底层算力与芯片层,先进封装链,封装测试,AI产业链 - 封装测试,AI产业链 - 封装测试,,,,,topic,AI产业链 - 封装测试,已评分,topics/AI产业链 - 封装测试.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 封装测试,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0066,上游底层算力与芯片层,先进封装链,Burn-in / 老化测试,AI产业链 - Burn-in ／ 老化测试,AI产业链 - Burn-in ／ 老化测试,,,,,topic,AI产业链 - Burn-in ／ 老化测试,已评分,topics/AI产业链 - Burn-in ／ 老化测试.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - Burn-in ／ 老化测试,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0067,上游底层算力与芯片层,先进封装链,Hybrid bonding,AI产业链 - Hybrid bonding,AI产业链 - Hybrid bonding,,,,,topic,AI产业链 - Hybrid bonding,已评分,topics/AI产业链 - Hybrid bonding.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,68,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - Hybrid bonding,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0068,上游底层算力与芯片层,先进封装链,TC bonder,AI产业链 - TC bonder,AI产业链 - TC bonder,,,,,topic,AI产业链 - TC bonder,已评分,topics/AI产业链 - TC bonder.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,68,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - TC bonder,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0069,上游底层算力与芯片层,先进封装链,ABF / FCBGA 基板,AI产业链 - ABF ／ FCBGA 基板,AI产业链 - ABF ／ FCBGA 基板,,,,,topic,AI产业链 - ABF ／ FCBGA 基板,已评分,topics/AI产业链 - ABF ／ FCBGA 基板.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - ABF ／ FCBGA 基板,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0070,上游底层算力与芯片层,先进封装链,Glass substrate / glass core,玻璃基板,玻璃基板,,,,,topic,玻璃基板,已评分,topics/玻璃基板.md,待同步,本轮 AI 研究仓已生成评分，canonical Wiki 尚未回写本周评分与评分历史。,64,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,玻璃基板,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0071,上游底层算力与芯片层,先进封装链,Panel-level packaging,AI产业链 - Panel-level packaging,AI产业链 - Panel-level packaging,,,,,topic,AI产业链 - Panel-level packaging,已评分,topics/AI产业链 - Panel-level packaging.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,65,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=TSMC；A股承接锚=长电科技；弹性/反证样本=ASE。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - Panel-level packaging,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0072,上游底层算力与芯片层,高速互联链,交换芯片,AI产业链 - 交换芯片,AI产业链 - 交换芯片,,,,,topic,AI产业链 - 交换芯片,已评分,topics/AI产业链 - 交换芯片.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,66,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 交换芯片,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0073,上游底层算力与芯片层,高速互联链,以太网交换机,AI产业链 - 以太网交换机,AI产业链 - 以太网交换机,,,,,topic,AI产业链 - 以太网交换机,已评分,topics/AI产业链 - 以太网交换机.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,66,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 以太网交换机,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0074,上游底层算力与芯片层,高速互联链,InfiniBand / RDMA,AI产业链 - InfiniBand ／ RDMA,AI产业链 - InfiniBand ／ RDMA,,,,,topic,AI产业链 - InfiniBand ／ RDMA,已评分,topics/AI产业链 - InfiniBand ／ RDMA.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,69,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,A,升级总表：产业逻辑=一级来源已回源；估值资金=已拆戴维斯路径；技术=Luna结构化复核 + 项目双源人工复核。,是,已通过当前升级总表正式 A 门槛。,否,否,否,AI产业链 - InfiniBand ／ RDMA,细分评分主体,无,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0075,上游底层算力与芯片层,高速互联链,高速网卡,AI产业链 - 高速网卡,AI产业链 - 高速网卡,,,,,topic,AI产业链 - 高速网卡,已评分,topics/AI产业链 - 高速网卡.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,66,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 高速网卡,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0076,上游底层算力与芯片层,高速互联链,光模块,光模块光通信,光模块光通信,,,,,topic,光模块光通信,已评分,topics/光模块光通信.md,待同步,本轮 AI 研究仓已生成评分，canonical Wiki 尚未回写本周评分与评分历史。,69,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=一级来源较充分；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,技术直连未复核；升级动作：用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,光模块光通信,细分评分主体,技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0077,上游底层算力与芯片层,高速互联链,激光器,AI产业链 - 激光器,AI产业链 - 激光器,,,,,topic,AI产业链 - 激光器,已评分,topics/AI产业链 - 激光器.md,待同步,本轮 AI 研究仓已生成评分，canonical Wiki 尚未回写本周评分与评分历史。,66,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 激光器,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
1,AI-L4-0078,上游底层算力与芯片层,高速互联链,光器件,AI产业链 - 光器件,AI产业链 - 光器件,,,,,topic,AI产业链 - 光器件,已评分,topics/AI产业链 - 光器件.md,无需同步,AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面,66,持有,是,是,是,是,是,是,是,本轮行情跨源可比较源不足，仅作为阶段技术与资金代理。,全球锚=NVIDIA Networking；A股承接锚=中际旭创；弹性/反证样本=Broadcom。,03_结果层/01_总表整合与AI映射/90_执行留痕/AI产业链周评分/2026-07-13/AI产业链证据增量_2026-07-13.md,B,升级总表：产业逻辑=旁证/代理为主；估值资金=已拆戴维斯路径；技术=项目代理技术。,否,一级来源/连续变量缺口；技术直连未复核；升级动作：补公司公告、财报、交易所文件或官方IR，把关键变量从旁证提升到一级来源。；用 Luna Stock MCP 或项目技术数据源补月线、周线、乖离率与执行位。,否,否,否,AI产业链 - 光器件,细分评分主体,一级来源/连续变量缺口；技术直连未复核,是,项目代理技术,项目代理技术,项目卡片现有技术段落,否,项目代理技术,否,low,技术直连未复核,否,否
