"kind","name","status","wiki_path","wiki_sync_status","wiki_skip_reason","score","action","has_industry_logic","has_valuation_funds","has_technical_structure","has_score_reason","has_evidence_source","has_history","has_next_trigger","pending_reason","sample_reason","evidence_path","sample_confidence","confidence_reason","is_a_qualified","a_gap_reason","has_global_anchor","has_ashare_anchor","has_elasticity_or_counterexample","parent_topic","sample_role","blocker_type","has_davis_path","technical_source","technical_tool","technical_arguments","technical_structured_ready","technical_actual_source","technical_fallback_used","technical_confidence","technical_warnings","technical_cross_source_validated","technical_cross_source_ok"
"topic","AI产业链 - 音频模型","已评分","topics/AI产业链 - 音频模型.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 音频模型","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 代码模型","已评分","topics/AI产业链 - 代码模型.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 代码模型","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 科学计算模型","已评分","topics/AI产业链 - 科学计算模型.md","已同步","","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 科学计算模型","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 端侧模型","已评分","topics/AI产业链 - 端侧模型.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 端侧模型","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 小模型","已评分","topics/AI产业链 - 小模型.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 小模型","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 预训练","已评分","topics/AI产业链 - 预训练.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 预训练","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 微调","已评分","topics/AI产业链 - 微调.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 微调","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 蒸馏","已评分","topics/AI产业链 - 蒸馏.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 蒸馏","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 量化","已评分","topics/AI产业链 - 量化.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 量化","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - RLHF ／ RLAIF","已评分","topics/AI产业链 - RLHF ／ RLAIF.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - RLHF ／ RLAIF","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 安全对齐","已评分","topics/AI产业链 - 安全对齐.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 安全对齐","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 评测","已评分","topics/AI产业链 - 评测.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 评测","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 红队测试","已评分","topics/AI产业链 - 红队测试.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 红队测试","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 推理引擎","已评分","topics/AI产业链 - 推理引擎.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","56","持有","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 推理引擎","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 编译优化","已评分","topics/AI产业链 - 编译优化.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","54","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 编译优化","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 服务编排","已评分","topics/AI产业链 - 服务编排.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","54","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 服务编排","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 高并发网关","已评分","topics/AI产业链 - 高并发网关.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","54","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 高并发网关","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 边缘部署","已评分","topics/AI产业链 - 边缘部署.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","54","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 边缘部署","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 终端部署","已评分","topics/AI产业链 - 终端部署.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","54","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 OpenAI、A 股承接锚 百度文心 与弹性/反证样本 Anthropic。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","B","当前已有样本和项目内结构化证据，但关键变量仍以旁证、代理数据或不完整一级来源为主。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 终端部署","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 公共数据","已评分","topics/AI产业链 - 公共数据.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 公共数据","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 版权数据","已评分","topics/AI产业链 - 版权数据.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 版权数据","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 企业私有数据","已评分","topics/AI产业链 - 企业私有数据.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 企业私有数据","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 行业数据库","已评分","topics/AI产业链 - 行业数据库.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 行业数据库","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 实时业务数据","已评分","topics/AI产业链 - 实时业务数据.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 实时业务数据","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 传感器数据","已评分","topics/AI产业链 - 传感器数据.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 传感器数据","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 合成数据","已评分","topics/AI产业链 - 合成数据.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","49","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 合成数据","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 数据处理 - 清洗","已评分","topics/AI产业链 - 数据处理 - 清洗.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 数据处理 - 清洗","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 标注","已评分","topics/AI产业链 - 标注.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 标注","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 质量控制","已评分","topics/AI产业链 - 质量控制.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 质量控制","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 向量化","已评分","topics/AI产业链 - 向量化.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 向量化","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 数据湖","已评分","topics/AI产业链 - 数据湖.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 数据湖","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 检索增强","已评分","topics/AI产业链 - 检索增强.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 检索增强","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 知识图谱","已评分","topics/AI产业链 - 知识图谱.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 知识图谱","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 数据中台","已评分","topics/AI产业链 - 数据中台.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","51","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 数据中台","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
"topic","AI产业链 - 脱敏","已评分","topics/AI产业链 - 脱敏.md","无需同步","AI仓状态表保留；Wiki无现有canonical页面或缺少对应周次评分历史，避免批量生成低质量页面","48","减持","是","是","是","是","是","是","是","","按映射表优先覆盖全球锚 Scale AI、A 股承接锚 海天瑞声 与弹性/反证样本 Appen。","03_结果层/01_总表整合与AI映射/AI产业链周评分_2026-07-03.md","C","当前仍以线索、早期映射或低连续性变量为主，距离正式A证据链还有明显距离。","否","当前未通过正式A门槛，主要受 一级来源/连续变量缺口、技术直连未复核 约束。","是","是","是","AI产业链 - 脱敏","细分评分主体","一级来源/连续变量缺口；技术直连未复核","是","项目代理技术","项目代理技术","项目卡片现有技术段落","否","项目代理技术","否","low","技术直连未复核","否","否"
