schema_version,l4_id,l1,l2,l3,l4,canonical_topic,research_coordinate,wiki_path
1,AI-L4-0118,数据中心与基础设施层,机房建设层,模块化机房,AI产业链 - 模块化机房,AI产业链 - 模块化机房,数据中心与基础设施层 -> 机房建设层 -> 模块化机房,topics/AI产业链 - 模块化机房.md
1,AI-L4-0119,数据中心与基础设施层,机房建设层,预制化机房,AI产业链 - 预制化机房,AI产业链 - 预制化机房,数据中心与基础设施层 -> 机房建设层 -> 预制化机房,topics/AI产业链 - 预制化机房.md
1,AI-L4-0120,数据中心与基础设施层,机房建设层,消防,AI产业链 - 消防,AI产业链 - 消防,数据中心与基础设施层 -> 机房建设层 -> 消防,topics/AI产业链 - 消防.md
1,AI-L4-0121,数据中心与基础设施层,机房建设层,楼宇控制,AI产业链 - 楼宇控制,AI产业链 - 楼宇控制,数据中心与基础设施层 -> 机房建设层 -> 楼宇控制,topics/AI产业链 - 楼宇控制.md
1,AI-L4-0122,数据中心与基础设施层,供配电层,变压器,AI产业链 - 变压器,AI产业链 - 变压器,数据中心与基础设施层 -> 供配电层 -> 变压器,topics/AI产业链 - 变压器.md
1,AI-L4-0123,数据中心与基础设施层,供配电层,UPS,AI产业链 - UPS,AI产业链 - UPS,数据中心与基础设施层 -> 供配电层 -> UPS,topics/AI产业链 - UPS.md
1,AI-L4-0124,数据中心与基础设施层,供配电层,PDU,AI产业链 - PDU,AI产业链 - PDU,数据中心与基础设施层 -> 供配电层 -> PDU,topics/AI产业链 - PDU.md
1,AI-L4-0125,数据中心与基础设施层,供配电层,柴发,AI产业链 - 柴发,AI产业链 - 柴发,数据中心与基础设施层 -> 供配电层 -> 柴发,topics/AI产业链 - 柴发.md
1,AI-L4-0126,数据中心与基础设施层,供配电层,母线,AI产业链 - 母线,AI产业链 - 母线,数据中心与基础设施层 -> 供配电层 -> 母线,topics/AI产业链 - 母线.md
1,AI-L4-0127,数据中心与基础设施层,供配电层,配电柜,AI产业链 - 配电柜,AI产业链 - 配电柜,数据中心与基础设施层 -> 供配电层 -> 配电柜,topics/AI产业链 - 配电柜.md
1,AI-L4-0128,数据中心与基础设施层,供配电层,储能,AI产业链 - 储能,AI产业链 - 储能,数据中心与基础设施层 -> 供配电层 -> 储能,topics/AI产业链 - 储能.md
1,AI-L4-0129,数据中心与基础设施层,供配电层,微电网,AI产业链 - 微电网,AI产业链 - 微电网,数据中心与基础设施层 -> 供配电层 -> 微电网,topics/AI产业链 - 微电网.md
1,AI-L4-0130,数据中心与基础设施层,供配电层,绿电接入,AI产业链 - 绿电接入,AI产业链 - 绿电接入,数据中心与基础设施层 -> 供配电层 -> 绿电接入,topics/AI产业链 - 绿电接入.md
1,AI-L4-0131,数据中心与基础设施层,供配电层,负荷管理,AI产业链 - 负荷管理,AI产业链 - 负荷管理,数据中心与基础设施层 -> 供配电层 -> 负荷管理,topics/AI产业链 - 负荷管理.md
1,AI-L4-0132,数据中心与基础设施层,散热与温控层,风冷,AI产业链 - 风冷,AI产业链 - 风冷,数据中心与基础设施层 -> 散热与温控层 -> 风冷,topics/AI产业链 - 风冷.md
1,AI-L4-0133,数据中心与基础设施层,散热与温控层,冷板液冷,AI产业链 - 冷板液冷,AI产业链 - 冷板液冷,数据中心与基础设施层 -> 散热与温控层 -> 冷板液冷,topics/AI产业链 - 冷板液冷.md
1,AI-L4-0134,数据中心与基础设施层,散热与温控层,浸没液冷,AI产业链 - 浸没液冷,AI产业链 - 浸没液冷,数据中心与基础设施层 -> 散热与温控层 -> 浸没液冷,topics/AI产业链 - 浸没液冷.md
1,AI-L4-0135,数据中心与基础设施层,散热与温控层,CDU,AI产业链 - CDU,AI产业链 - CDU,数据中心与基础设施层 -> 散热与温控层 -> CDU,topics/AI产业链 - CDU.md
1,AI-L4-0136,数据中心与基础设施层,散热与温控层,冷水机组,AI产业链 - 冷水机组,AI产业链 - 冷水机组,数据中心与基础设施层 -> 散热与温控层 -> 冷水机组,topics/AI产业链 - 冷水机组.md
1,AI-L4-0137,数据中心与基础设施层,散热与温控层,冷却塔,AI产业链 - 冷却塔,AI产业链 - 冷却塔,数据中心与基础设施层 -> 散热与温控层 -> 冷却塔,topics/AI产业链 - 冷却塔.md
1,AI-L4-0138,数据中心与基础设施层,散热与温控层,热交换器,AI产业链 - 热交换器,AI产业链 - 热交换器,数据中心与基础设施层 -> 散热与温控层 -> 热交换器,topics/AI产业链 - 热交换器.md
1,AI-L4-0139,数据中心与基础设施层,散热与温控层,温控系统,AI产业链 - 温控系统,AI产业链 - 温控系统,数据中心与基础设施层 -> 散热与温控层 -> 温控系统,topics/AI产业链 - 温控系统.md
1,AI-L4-0140,数据中心与基础设施层,散热与温控层,热管理材料,AI产业链 - 热管理材料,AI产业链 - 热管理材料,数据中心与基础设施层 -> 散热与温控层 -> 热管理材料,topics/AI产业链 - 热管理材料.md
1,AI-L4-0141,数据中心与基础设施层,散热与温控层,管路与阀件,AI产业链 - 管路与阀件,AI产业链 - 管路与阀件,数据中心与基础设施层 -> 散热与温控层 -> 管路与阀件,topics/AI产业链 - 管路与阀件.md
1,AI-L4-0142,算力运营与云平台层,云基础设施平台,公有云,AI产业链 - 公有云,AI产业链 - 公有云,算力运营与云平台层 -> 云基础设施平台 -> 公有云,topics/AI产业链 - 公有云.md
1,AI-L4-0143,算力运营与云平台层,云基础设施平台,私有云,AI产业链 - 私有云,AI产业链 - 私有云,算力运营与云平台层 -> 云基础设施平台 -> 私有云,topics/AI产业链 - 私有云.md
1,AI-L4-0144,算力运营与云平台层,云基础设施平台,混合云,AI产业链 - 混合云,AI产业链 - 混合云,算力运营与云平台层 -> 云基础设施平台 -> 混合云,topics/AI产业链 - 混合云.md
1,AI-L4-0145,算力运营与云平台层,云基础设施平台,行业云,AI产业链 - 行业云,AI产业链 - 行业云,算力运营与云平台层 -> 云基础设施平台 -> 行业云,topics/AI产业链 - 行业云.md
1,AI-L4-0146,算力运营与云平台层,算力运营平台,算力租赁,算力租赁_Token,算力租赁_Token,算力运营与云平台层 -> 算力运营平台 -> 算力租赁,topics/算力租赁_Token.md
1,AI-L4-0147,算力运营与云平台层,算力运营平台,算力调度,AI产业链 - 算力调度,AI产业链 - 算力调度,算力运营与云平台层 -> 算力运营平台 -> 算力调度,topics/AI产业链 - 算力调度.md
1,AI-L4-0148,算力运营与云平台层,算力运营平台,算力托管,AI产业链 - 算力托管,AI产业链 - 算力托管,算力运营与云平台层 -> 算力运营平台 -> 算力托管,topics/AI产业链 - 算力托管.md
1,AI-L4-0149,算力运营与云平台层,算力运营平台,算力券 / 算力交易,AI产业链 - 算力券 ／ 算力交易,AI产业链 - 算力券 ／ 算力交易,算力运营与云平台层 -> 算力运营平台 -> 算力券 / 算力交易,topics/AI产业链 - 算力券 ／ 算力交易.md
1,AI-L4-0150,算力运营与云平台层,算力运营平台,算力计费,AI产业链 - 算力计费,AI产业链 - 算力计费,算力运营与云平台层 -> 算力运营平台 -> 算力计费,topics/AI产业链 - 算力计费.md
1,AI-L4-0151,算力运营与云平台层,算力运营平台,资源调优,AI产业链 - 资源调优,AI产业链 - 资源调优,算力运营与云平台层 -> 算力运营平台 -> 资源调优,topics/AI产业链 - 资源调优.md
1,AI-L4-0152,算力运营与云平台层,推理服务平台,模型 API 平台,AI产业链 - 模型 API 平台,AI产业链 - 模型 API 平台,算力运营与云平台层 -> 推理服务平台 -> 模型 API 平台,topics/AI产业链 - 模型 API 平台.md
1,AI-L4-0153,算力运营与云平台层,推理服务平台,推理服务平台,AI产业链 - 推理服务平台 - 推理服务平台,AI产业链 - 推理服务平台 - 推理服务平台,算力运营与云平台层 -> 推理服务平台 -> 推理服务平台,topics/AI产业链 - 推理服务平台 - 推理服务平台.md
1,AI-L4-0154,算力运营与云平台层,推理服务平台,多模型路由,AI产业链 - 多模型路由,AI产业链 - 多模型路由,算力运营与云平台层 -> 推理服务平台 -> 多模型路由,topics/AI产业链 - 多模型路由.md
1,AI-L4-0155,算力运营与云平台层,推理服务平台,Agent 平台,AI产业链 - Agent 平台,AI产业链 - Agent 平台,算力运营与云平台层 -> 推理服务平台 -> Agent 平台,topics/AI产业链 - Agent 平台.md
1,AI-L4-0156,算力运营与云平台层,推理服务平台,企业 AI 中台,AI产业链 - 企业 AI 中台,AI产业链 - 企业 AI 中台,算力运营与云平台层 -> 推理服务平台 -> 企业 AI 中台,topics/AI产业链 - 企业 AI 中台.md
1,AI-L4-0157,模型层,基座模型,大语言模型,AI产业链 - 大语言模型,AI产业链 - 大语言模型,模型层 -> 基座模型 -> 大语言模型,topics/AI产业链 - 大语言模型.md
1,AI-L4-0158,模型层,基座模型,多模态模型,AI产业链 - 多模态模型,AI产业链 - 多模态模型,模型层 -> 基座模型 -> 多模态模型,topics/AI产业链 - 多模态模型.md
1,AI-L4-0159,模型层,基座模型,视觉模型,AI产业链 - 视觉模型,AI产业链 - 视觉模型,模型层 -> 基座模型 -> 视觉模型,topics/AI产业链 - 视觉模型.md
1,AI-L4-0160,模型层,基座模型,音频模型,AI产业链 - 音频模型,AI产业链 - 音频模型,模型层 -> 基座模型 -> 音频模型,topics/AI产业链 - 音频模型.md
1,AI-L4-0161,模型层,基座模型,代码模型,AI产业链 - 代码模型,AI产业链 - 代码模型,模型层 -> 基座模型 -> 代码模型,topics/AI产业链 - 代码模型.md
1,AI-L4-0162,模型层,基座模型,科学计算模型,AI产业链 - 科学计算模型,AI产业链 - 科学计算模型,模型层 -> 基座模型 -> 科学计算模型,topics/AI产业链 - 科学计算模型.md
1,AI-L4-0163,模型层,基座模型,端侧模型,AI产业链 - 端侧模型,AI产业链 - 端侧模型,模型层 -> 基座模型 -> 端侧模型,topics/AI产业链 - 端侧模型.md
1,AI-L4-0164,模型层,基座模型,小模型,AI产业链 - 小模型,AI产业链 - 小模型,模型层 -> 基座模型 -> 小模型,topics/AI产业链 - 小模型.md
1,AI-L4-0165,模型层,训练与对齐,预训练,AI产业链 - 预训练,AI产业链 - 预训练,模型层 -> 训练与对齐 -> 预训练,topics/AI产业链 - 预训练.md
1,AI-L4-0166,模型层,训练与对齐,微调,AI产业链 - 微调,AI产业链 - 微调,模型层 -> 训练与对齐 -> 微调,topics/AI产业链 - 微调.md
1,AI-L4-0167,模型层,训练与对齐,蒸馏,AI产业链 - 蒸馏,AI产业链 - 蒸馏,模型层 -> 训练与对齐 -> 蒸馏,topics/AI产业链 - 蒸馏.md
1,AI-L4-0168,模型层,训练与对齐,量化,AI产业链 - 量化,AI产业链 - 量化,模型层 -> 训练与对齐 -> 量化,topics/AI产业链 - 量化.md
1,AI-L4-0169,模型层,训练与对齐,RLHF / RLAIF,AI产业链 - RLHF ／ RLAIF,AI产业链 - RLHF ／ RLAIF,模型层 -> 训练与对齐 -> RLHF / RLAIF,topics/AI产业链 - RLHF ／ RLAIF.md
1,AI-L4-0170,模型层,训练与对齐,安全对齐,AI产业链 - 安全对齐,AI产业链 - 安全对齐,模型层 -> 训练与对齐 -> 安全对齐,topics/AI产业链 - 安全对齐.md
1,AI-L4-0171,模型层,训练与对齐,评测,AI产业链 - 评测,AI产业链 - 评测,模型层 -> 训练与对齐 -> 评测,topics/AI产业链 - 评测.md
1,AI-L4-0172,模型层,训练与对齐,红队测试,AI产业链 - 红队测试,AI产业链 - 红队测试,模型层 -> 训练与对齐 -> 红队测试,topics/AI产业链 - 红队测试.md
1,AI-L4-0173,模型层,推理与部署,推理引擎,AI产业链 - 推理引擎,AI产业链 - 推理引擎,模型层 -> 推理与部署 -> 推理引擎,topics/AI产业链 - 推理引擎.md
1,AI-L4-0174,模型层,推理与部署,编译优化,AI产业链 - 编译优化,AI产业链 - 编译优化,模型层 -> 推理与部署 -> 编译优化,topics/AI产业链 - 编译优化.md
1,AI-L4-0175,模型层,推理与部署,服务编排,AI产业链 - 服务编排,AI产业链 - 服务编排,模型层 -> 推理与部署 -> 服务编排,topics/AI产业链 - 服务编排.md
1,AI-L4-0176,模型层,推理与部署,高并发网关,AI产业链 - 高并发网关,AI产业链 - 高并发网关,模型层 -> 推理与部署 -> 高并发网关,topics/AI产业链 - 高并发网关.md
1,AI-L4-0177,模型层,推理与部署,边缘部署,AI产业链 - 边缘部署,AI产业链 - 边缘部署,模型层 -> 推理与部署 -> 边缘部署,topics/AI产业链 - 边缘部署.md
1,AI-L4-0178,模型层,推理与部署,终端部署,AI产业链 - 终端部署,AI产业链 - 终端部署,模型层 -> 推理与部署 -> 终端部署,topics/AI产业链 - 终端部署.md
1,AI-L4-0179,数据层,数据供给,公共数据,AI产业链 - 公共数据,AI产业链 - 公共数据,数据层 -> 数据供给 -> 公共数据,topics/AI产业链 - 公共数据.md
1,AI-L4-0180,数据层,数据供给,版权数据,AI产业链 - 版权数据,AI产业链 - 版权数据,数据层 -> 数据供给 -> 版权数据,topics/AI产业链 - 版权数据.md
1,AI-L4-0181,数据层,数据供给,企业私有数据,AI产业链 - 企业私有数据,AI产业链 - 企业私有数据,数据层 -> 数据供给 -> 企业私有数据,topics/AI产业链 - 企业私有数据.md
1,AI-L4-0182,数据层,数据供给,行业数据库,AI产业链 - 行业数据库,AI产业链 - 行业数据库,数据层 -> 数据供给 -> 行业数据库,topics/AI产业链 - 行业数据库.md
1,AI-L4-0183,数据层,数据供给,实时业务数据,AI产业链 - 实时业务数据,AI产业链 - 实时业务数据,数据层 -> 数据供给 -> 实时业务数据,topics/AI产业链 - 实时业务数据.md
1,AI-L4-0184,数据层,数据供给,传感器数据,AI产业链 - 传感器数据,AI产业链 - 传感器数据,数据层 -> 数据供给 -> 传感器数据,topics/AI产业链 - 传感器数据.md
1,AI-L4-0185,数据层,数据供给,合成数据,AI产业链 - 合成数据,AI产业链 - 合成数据,数据层 -> 数据供给 -> 合成数据,topics/AI产业链 - 合成数据.md
1,AI-L4-0186,数据层,数据处理,清洗,AI产业链 - 数据处理 - 清洗,AI产业链 - 数据处理 - 清洗,数据层 -> 数据处理 -> 清洗,topics/AI产业链 - 数据处理 - 清洗.md
1,AI-L4-0187,数据层,数据处理,标注,AI产业链 - 标注,AI产业链 - 标注,数据层 -> 数据处理 -> 标注,topics/AI产业链 - 标注.md
1,AI-L4-0188,数据层,数据处理,质量控制,AI产业链 - 质量控制,AI产业链 - 质量控制,数据层 -> 数据处理 -> 质量控制,topics/AI产业链 - 质量控制.md
1,AI-L4-0189,数据层,数据处理,向量化,AI产业链 - 向量化,AI产业链 - 向量化,数据层 -> 数据处理 -> 向量化,topics/AI产业链 - 向量化.md
1,AI-L4-0190,数据层,数据处理,数据湖,AI产业链 - 数据湖,AI产业链 - 数据湖,数据层 -> 数据处理 -> 数据湖,topics/AI产业链 - 数据湖.md
1,AI-L4-0191,数据层,数据处理,检索增强,AI产业链 - 检索增强,AI产业链 - 检索增强,数据层 -> 数据处理 -> 检索增强,topics/AI产业链 - 检索增强.md
1,AI-L4-0192,数据层,数据处理,知识图谱,AI产业链 - 知识图谱,AI产业链 - 知识图谱,数据层 -> 数据处理 -> 知识图谱,topics/AI产业链 - 知识图谱.md
1,AI-L4-0193,数据层,数据处理,数据中台,AI产业链 - 数据中台,AI产业链 - 数据中台,数据层 -> 数据处理 -> 数据中台,topics/AI产业链 - 数据中台.md
1,AI-L4-0194,数据层,数据合规,脱敏,AI产业链 - 脱敏,AI产业链 - 脱敏,数据层 -> 数据合规 -> 脱敏,topics/AI产业链 - 脱敏.md
1,AI-L4-0195,数据层,数据合规,权限控制,AI产业链 - 权限控制,AI产业链 - 权限控制,数据层 -> 数据合规 -> 权限控制,topics/AI产业链 - 权限控制.md
1,AI-L4-0196,数据层,数据合规,数据授权,AI产业链 - 数据授权,AI产业链 - 数据授权,数据层 -> 数据合规 -> 数据授权,topics/AI产业链 - 数据授权.md
1,AI-L4-0197,数据层,数据合规,数据审计,AI产业链 - 数据审计,AI产业链 - 数据审计,数据层 -> 数据合规 -> 数据审计,topics/AI产业链 - 数据审计.md
1,AI-L4-0198,数据层,数据合规,隐私计算,AI产业链 - 隐私计算,AI产业链 - 隐私计算,数据层 -> 数据合规 -> 隐私计算,topics/AI产业链 - 隐私计算.md
1,AI-L4-0199,数据层,数据合规,跨境合规,AI产业链 - 跨境合规,AI产业链 - 跨境合规,数据层 -> 数据合规 -> 跨境合规,topics/AI产业链 - 跨境合规.md
1,AI-L4-0200,工具链与基础软件层,开发工具,Prompt 工具,AI产业链 - Prompt 工具,AI产业链 - Prompt 工具,工具链与基础软件层 -> 开发工具 -> Prompt 工具,topics/AI产业链 - Prompt 工具.md
1,AI-L4-0201,工具链与基础软件层,开发工具,工作流编排,AI产业链 - 工作流编排,AI产业链 - 工作流编排,工具链与基础软件层 -> 开发工具 -> 工作流编排,topics/AI产业链 - 工作流编排.md
1,AI-L4-0202,工具链与基础软件层,开发工具,代码助手,AI产业链 - 代码助手,AI产业链 - 代码助手,工具链与基础软件层 -> 开发工具 -> 代码助手,topics/AI产业链 - 代码助手.md
1,AI-L4-0203,工具链与基础软件层,开发工具,IDE 插件,AI产业链 - IDE 插件,AI产业链 - IDE 插件,工具链与基础软件层 -> 开发工具 -> IDE 插件,topics/AI产业链 - IDE 插件.md
1,AI-L4-0204,工具链与基础软件层,开发工具,Notebook 环境,AI产业链 - Notebook 环境,AI产业链 - Notebook 环境,工具链与基础软件层 -> 开发工具 -> Notebook 环境,topics/AI产业链 - Notebook 环境.md
1,AI-L4-0205,工具链与基础软件层,LLMOps / MLOps,训练管理,AI产业链 - 训练管理,AI产业链 - 训练管理,工具链与基础软件层 -> LLMOps / MLOps -> 训练管理,topics/AI产业链 - 训练管理.md
1,AI-L4-0206,工具链与基础软件层,LLMOps / MLOps,实验管理,AI产业链 - 实验管理,AI产业链 - 实验管理,工具链与基础软件层 -> LLMOps / MLOps -> 实验管理,topics/AI产业链 - 实验管理.md
1,AI-L4-0207,工具链与基础软件层,LLMOps / MLOps,部署管理,AI产业链 - 部署管理,AI产业链 - 部署管理,工具链与基础软件层 -> LLMOps / MLOps -> 部署管理,topics/AI产业链 - 部署管理.md
1,AI-L4-0208,工具链与基础软件层,LLMOps / MLOps,灰度与回滚,AI产业链 - 灰度与回滚,AI产业链 - 灰度与回滚,工具链与基础软件层 -> LLMOps / MLOps -> 灰度与回滚,topics/AI产业链 - 灰度与回滚.md
1,AI-L4-0209,工具链与基础软件层,LLMOps / MLOps,监控告警,AI产业链 - 监控告警,AI产业链 - 监控告警,工具链与基础软件层 -> LLMOps / MLOps -> 监控告警,topics/AI产业链 - 监控告警.md
1,AI-L4-0210,工具链与基础软件层,LLMOps / MLOps,成本管理,AI产业链 - 成本管理,AI产业链 - 成本管理,工具链与基础软件层 -> LLMOps / MLOps -> 成本管理,topics/AI产业链 - 成本管理.md
1,AI-L4-0211,工具链与基础软件层,基础软件与中间件,向量数据库,AI产业链 - 向量数据库,AI产业链 - 向量数据库,工具链与基础软件层 -> 基础软件与中间件 -> 向量数据库,topics/AI产业链 - 向量数据库.md
1,AI-L4-0212,工具链与基础软件层,基础软件与中间件,搜索引擎,AI产业链 - 搜索引擎,AI产业链 - 搜索引擎,工具链与基础软件层 -> 基础软件与中间件 -> 搜索引擎,topics/AI产业链 - 搜索引擎.md
1,AI-L4-0213,工具链与基础软件层,基础软件与中间件,API 网关,AI产业链 - API 网关,AI产业链 - API 网关,工具链与基础软件层 -> 基础软件与中间件 -> API 网关,topics/AI产业链 - API 网关.md
1,AI-L4-0214,工具链与基础软件层,基础软件与中间件,身份认证,AI产业链 - 身份认证,AI产业链 - 身份认证,工具链与基础软件层 -> 基础软件与中间件 -> 身份认证,topics/AI产业链 - 身份认证.md
1,AI-L4-0215,工具链与基础软件层,基础软件与中间件,消息队列,AI产业链 - 消息队列,AI产业链 - 消息队列,工具链与基础软件层 -> 基础软件与中间件 -> 消息队列,topics/AI产业链 - 消息队列.md
1,AI-L4-0216,工具链与基础软件层,基础软件与中间件,任务调度,AI产业链 - 任务调度,AI产业链 - 任务调度,工具链与基础软件层 -> 基础软件与中间件 -> 任务调度,topics/AI产业链 - 任务调度.md
1,AI-L4-0217,工具链与基础软件层,基础软件与中间件,缓存,AI产业链 - 缓存,AI产业链 - 缓存,工具链与基础软件层 -> 基础软件与中间件 -> 缓存,topics/AI产业链 - 缓存.md
1,AI-L4-0218,工具链与基础软件层,基础软件与中间件,日志与可观测性,AI产业链 - 日志与可观测性,AI产业链 - 日志与可观测性,工具链与基础软件层 -> 基础软件与中间件 -> 日志与可观测性,topics/AI产业链 - 日志与可观测性.md
1,AI-L4-0219,安全、合规与治理层,模型安全,幻觉检测,AI产业链 - 幻觉检测,AI产业链 - 幻觉检测,安全、合规与治理层 -> 模型安全 -> 幻觉检测,topics/AI产业链 - 幻觉检测.md
1,AI-L4-0220,安全、合规与治理层,模型安全,提示注入防护,AI产业链 - 提示注入防护,AI产业链 - 提示注入防护,安全、合规与治理层 -> 模型安全 -> 提示注入防护,topics/AI产业链 - 提示注入防护.md
1,AI-L4-0221,安全、合规与治理层,模型安全,越狱防护,AI产业链 - 越狱防护,AI产业链 - 越狱防护,安全、合规与治理层 -> 模型安全 -> 越狱防护,topics/AI产业链 - 越狱防护.md
1,AI-L4-0222,安全、合规与治理层,模型安全,内容审核,AI产业链 - 内容审核,AI产业链 - 内容审核,安全、合规与治理层 -> 模型安全 -> 内容审核,topics/AI产业链 - 内容审核.md
1,AI-L4-0223,安全、合规与治理层,模型安全,可解释性,AI产业链 - 可解释性,AI产业链 - 可解释性,安全、合规与治理层 -> 模型安全 -> 可解释性,topics/AI产业链 - 可解释性.md
1,AI-L4-0224,安全、合规与治理层,数据安全,防泄漏,AI产业链 - 防泄漏,AI产业链 - 防泄漏,安全、合规与治理层 -> 数据安全 -> 防泄漏,topics/AI产业链 - 防泄漏.md
1,AI-L4-0225,安全、合规与治理层,数据安全,水印,AI产业链 - 水印,AI产业链 - 水印,安全、合规与治理层 -> 数据安全 -> 水印,topics/AI产业链 - 水印.md
1,AI-L4-0226,安全、合规与治理层,数据安全,审计,AI产业链 - 审计,AI产业链 - 审计,安全、合规与治理层 -> 数据安全 -> 审计,topics/AI产业链 - 审计.md
1,AI-L4-0227,安全、合规与治理层,数据安全,权限治理,AI产业链 - 权限治理,AI产业链 - 权限治理,安全、合规与治理层 -> 数据安全 -> 权限治理,topics/AI产业链 - 权限治理.md
1,AI-L4-0228,安全、合规与治理层,数据安全,数据生命周期管理,AI产业链 - 数据生命周期管理,AI产业链 - 数据生命周期管理,安全、合规与治理层 -> 数据安全 -> 数据生命周期管理,topics/AI产业链 - 数据生命周期管理.md
1,AI-L4-0229,安全、合规与治理层,行业治理,算法备案,AI产业链 - 算法备案,AI产业链 - 算法备案,安全、合规与治理层 -> 行业治理 -> 算法备案,topics/AI产业链 - 算法备案.md
1,AI-L4-0230,安全、合规与治理层,行业治理,内容合规,AI产业链 - 内容合规,AI产业链 - 内容合规,安全、合规与治理层 -> 行业治理 -> 内容合规,topics/AI产业链 - 内容合规.md
1,AI-L4-0231,安全、合规与治理层,行业治理,版权治理,AI产业链 - 版权治理,AI产业链 - 版权治理,安全、合规与治理层 -> 行业治理 -> 版权治理,topics/AI产业链 - 版权治理.md
1,AI-L4-0232,安全、合规与治理层,行业治理,行业标准,AI产业链 - 行业标准,AI产业链 - 行业标准,安全、合规与治理层 -> 行业治理 -> 行业标准,topics/AI产业链 - 行业标准.md
1,AI-L4-0233,安全、合规与治理层,行业治理,监管接口,AI产业链 - 监管接口,AI产业链 - 监管接口,安全、合规与治理层 -> 行业治理 -> 监管接口,topics/AI产业链 - 监管接口.md
1,AI-L4-0234,应用平台层,通用生产力,办公助手,AI产业链 - 办公助手,AI产业链 - 办公助手,应用平台层 -> 通用生产力 -> 办公助手,topics/AI产业链 - 办公助手.md
1,AI-L4-0235,应用平台层,通用生产力,文档助手,AI产业链 - 文档助手,AI产业链 - 文档助手,应用平台层 -> 通用生产力 -> 文档助手,topics/AI产业链 - 文档助手.md
1,AI-L4-0236,应用平台层,通用生产力,会议助手,AI产业链 - 会议助手,AI产业链 - 会议助手,应用平台层 -> 通用生产力 -> 会议助手,topics/AI产业链 - 会议助手.md
1,AI-L4-0237,应用平台层,通用生产力,知识助手,AI产业链 - 知识助手,AI产业链 - 知识助手,应用平台层 -> 通用生产力 -> 知识助手,topics/AI产业链 - 知识助手.md
1,AI-L4-0238,应用平台层,通用生产力,编程助手,AI产业链 - 编程助手,AI产业链 - 编程助手,应用平台层 -> 通用生产力 -> 编程助手,topics/AI产业链 - 编程助手.md
1,AI-L4-0239,应用平台层,通用生产力,搜索助手,AI产业链 - 搜索助手,AI产业链 - 搜索助手,应用平台层 -> 通用生产力 -> 搜索助手,topics/AI产业链 - 搜索助手.md
1,AI-L4-0240,应用平台层,企业软件,ERP,AI产业链 - ERP,AI产业链 - ERP,应用平台层 -> 企业软件 -> ERP,topics/AI产业链 - ERP.md
1,AI-L4-0241,应用平台层,企业软件,CRM,AI产业链 - CRM,AI产业链 - CRM,应用平台层 -> 企业软件 -> CRM,topics/AI产业链 - CRM.md
1,AI-L4-0242,应用平台层,企业软件,OA,AI产业链 - OA,AI产业链 - OA,应用平台层 -> 企业软件 -> OA,topics/AI产业链 - OA.md
1,AI-L4-0243,应用平台层,企业软件,BI,AI产业链 - BI,AI产业链 - BI,应用平台层 -> 企业软件 -> BI,topics/AI产业链 - BI.md
1,AI-L4-0244,应用平台层,企业软件,财务软件,AI产业链 - 财务软件,AI产业链 - 财务软件,应用平台层 -> 企业软件 -> 财务软件,topics/AI产业链 - 财务软件.md
1,AI-L4-0245,应用平台层,企业软件,HR 软件,AI产业链 - HR 软件,AI产业链 - HR 软件,应用平台层 -> 企业软件 -> HR 软件,topics/AI产业链 - HR 软件.md
1,AI-L4-0246,应用平台层,企业软件,客服系统,AI产业链 - 客服系统,AI产业链 - 客服系统,应用平台层 -> 企业软件 -> 客服系统,topics/AI产业链 - 客服系统.md
1,AI-L4-0247,应用平台层,企业软件,销售系统,AI产业链 - 销售系统,AI产业链 - 销售系统,应用平台层 -> 企业软件 -> 销售系统,topics/AI产业链 - 销售系统.md
1,AI-L4-0248,应用平台层,消费互联网,AI 搜索,AI产业链 - AI 搜索,AI产业链 - AI 搜索,应用平台层 -> 消费互联网 -> AI 搜索,topics/AI产业链 - AI 搜索.md
1,AI-L4-0249,应用平台层,消费互联网,AI 浏览器,AI产业链 - AI 浏览器,AI产业链 - AI 浏览器,应用平台层 -> 消费互联网 -> AI 浏览器,topics/AI产业链 - AI 浏览器.md
1,AI-L4-0250,应用平台层,消费互联网,AI 社交,AI产业链 - AI 社交,AI产业链 - AI 社交,应用平台层 -> 消费互联网 -> AI 社交,topics/AI产业链 - AI 社交.md
1,AI-L4-0251,应用平台层,消费互联网,AI 内容生成,AI产业链 - AI 内容生成,AI产业链 - AI 内容生成,应用平台层 -> 消费互联网 -> AI 内容生成,topics/AI产业链 - AI 内容生成.md
1,AI-L4-0252,应用平台层,消费互联网,AI 语音助手,AI产业链 - AI 语音助手,AI产业链 - AI 语音助手,应用平台层 -> 消费互联网 -> AI 语音助手,topics/AI产业链 - AI 语音助手.md
1,AI-L4-0253,应用平台层,消费互联网,AI 娱乐应用,AI产业链 - AI 娱乐应用,AI产业链 - AI 娱乐应用,应用平台层 -> 消费互联网 -> AI 娱乐应用,topics/AI产业链 - AI 娱乐应用.md
1,AI-L4-0254,应用平台层,行业平台,金融,AI产业链 - 金融,AI产业链 - 金融,应用平台层 -> 行业平台 -> 金融,topics/AI产业链 - 金融.md
1,AI-L4-0255,应用平台层,行业平台,医疗,AI产业链 - 医疗,AI产业链 - 医疗,应用平台层 -> 行业平台 -> 医疗,topics/AI产业链 - 医疗.md
